Unnamed: 0,A2M (2),ABCB1 (5243)
ACH-001523,-0.1422003244713414,-0.0589410929859972
ACH-001550,0.1870905449687123,-0.0406257278178332
ACH-001559,0.0678467032495296,-0.197321835342622
ACH-001560,0.162188034844841,-0.1389872785072584
ACH-001606,0.0277620868002248,-0.2410539759024195
ACH-001623,-0.0585550668339133,-0.0661282157974633
ACH-001626,0.0102663872431517,-0.1351502307408183
ACH-001643,0.1060547541730173,-0.081170464526179
ACH-001645,0.0578945313176526,-0.1091605492246159
ACH-001648,0.0273501387153593,-0.1526325196609005
ACH-001688,-0.1973997170943006,-0.0669894490683097
ACH-001694,0.073692483821053,-0.0779806464060855
ACH-001701,-0.0149408808699333,-0.1819903051773191
ACH-001702,-0.0048937003790791,-0.1054296864494998
ACH-001715,0.0114771544848815,-0.3237446402376194
ACH-001838,-0.0817903487363811,-0.0113327237391279
ACH-002041,0.0321101671476783,-0.1759474020869476
ACH-002143,0.012585203834562,-0.2317647482267121
ACH-002160,0.1735439042368276,-0.1878135183590148
ACH-002198,0.3115436949940133,0.0324767971282087
ACH-002291,0.2035257423103831,-0.1957470437170812
ACH-002400,-0.0351961672543516,-0.2428131532603951
ACH-002465,0.1170546876324756,-0.213060768453688
ACH-002475,0.365484762310065,-0.0811555173843526
ACH-002508,0.1248219442790043,-0.0280632984592928
ACH-002522,0.241777599822361,-0.3459983103355157
ACH-002524,-0.1136876356659519,-0.1772288199115164
ACH-002544,0.0243509365581176,-0.0977217400108996
ACH-003177,0.0122453916159925,-0.0358497366531441
ACH-000012,0.0018639485204304,-0.0166524530156954
ACH-000039,-0.014174469839141,-0.0554165365853324
ACH-000055,0.1113638882785392,0.1164438326200399
ACH-000070,0.0369996956834721,-0.1867908625911399
ACH-000085,0.1256314717352411,-0.243262481723756
ACH-000106,-0.1263478368766116,-0.2238534564925572
ACH-000124,-0.0921555088705067,0.0075400261319742
ACH-000141,-0.1134862914404656,-0.2202095364919412
ACH-000161,0.089666857055603,-0.0863344158865026
ACH-000187,-0.1129479749123576,-0.0521321541871768
ACH-000202,-0.1072327853690901,-0.1747146466880282
ACH-000222,-0.107188057296286,-0.1116813194447234
ACH-000239,-0.0024368344934006,-0.0711512083871351
ACH-000249,0.1475353023590262,0.3389606173354851
ACH-000253,0.019891177951447,-0.0644853510539982
ACH-000280,0.0100660449561411,0.0630194119046997
ACH-000291,-0.0266987010718344,-0.1142606095762913
ACH-000302,-0.1003418844110651,-0.0528837831122918
ACH-000318,0.0363045866674192,-0.1523360235698296
ACH-000323,0.0202180805386181,-0.1624157537117371
ACH-000326,-0.101358255891319,-0.0118205553087464
ACH-000329,0.0404359983777572,-0.0249883137415608
ACH-000330,0.1487356555058556,0.0489573678323287
ACH-000366,-0.0976911971228928,2.920285798549416e-05
ACH-000377,0.0335763135235533,-0.0496268691346436
ACH-000406,-0.0311481456201901,-0.1382004304025869
ACH-000430,-0.0987076562836899,0.2992294405761171
ACH-000433,0.1674150572519266,-0.0571063037783107
ACH-000454,-0.0343199376643095,0.0740073109450889
ACH-000456,0.1426569045595734,-0.142902712813387
ACH-000464,0.0697182437515505,-0.0899477366251556
ACH-000475,0.0178165068032502,0.035769300919782
ACH-000484,-0.1663741023859111,-0.1545090167078815
ACH-000488,0.0263603012415767,-0.1500455485032946
ACH-000554,-0.1401991170471928,-0.123056558202421
ACH-000565,-0.313301395376473,0.0330155863491762
